,0
0,0
1,0
2,0
3,0
4,1
5,0
6,1
7,0
8,1
9,0
10,1
11,0
12,1
13,1
14,1
15,0
16,0
17,1
18,0
19,1
20,0
21,0
22,0
23,1
24,0
25,0
26,1
27,0
28,1
29,0
30,0
31,1
32,1
33,1
34,1
35,1
36,0
37,0
38,1
39,0
40,1
41,1
42,1
43,0
44,0
45,0
46,0
47,1
48,0
49,1
50,0
51,0
52,0
53,1
54,0
55,0
56,1
57,0
58,1
59,0
60,1
61,1
62,1
63,1
64,0
65,0
66,1
67,0
68,1
69,0
70,0
71,1
72,0
73,1
74,1
75,1
76,0
77,0
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,1
86,1
87,0
88,1
89,1
90,0
91,0
92,1
93,0
94,0
95,0
96,1
97,1
98,0
99,1
100,1
101,0
102,1
103,1
104,0
105,0
106,1
107,1
108,0
109,1
110,1
111,0
112,1
113,0
114,0
115,0
116,1
117,0
118,1
119,1
120,1
121,0
122,1
123,1
124,0
125,0
126,1
127,1
128,0
129,1
130,0
131,0
132,0
133,1
134,1
135,0
136,1
137,0
138,1
139,1
140,1
141,0
142,0
143,0
144,0
145,0
146,0
147,1
148,0
149,1
150,0
151,0
152,0
153,1
154,0
155,1
156,1
157,1
158,1
159,0
160,1
161,0
162,1
163,1
164,1
165,1
166,0
167,0
168,1
169,1
170,0
171,0
172,0
173,1
174,1
175,1
176,1
177,0
178,1
179,1
180,1
181,1
182,1
183,1
184,0
185,1
186,0
187,1
188,1
189,0
190,0
191,1
192,0
193,1
194,0
195,0
196,1
197,1
198,0
199,1
200,0
201,0
202,0
203,0
204,0
205,1
206,0
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,1
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,0
227,0
228,1
229,1
230,1
231,0
232,1
233,0
234,1
235,0
236,1
237,0
238,0
239,0
240,0
241,0
242,0
243,1
244,0
245,1
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,1
258,1
259,1
260,0
261,1
262,0
263,0
264,1
265,0
266,0
267,0
268,1
269,0
270,1
271,1
272,1
273,1
274,1
275,0
276,0
277,0
278,1
279,1
280,0
281,1
282,1
283,0
284,1
285,0
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,0
294,1
295,0
296,0
297,0
298,0
299,1
300,0
301,1
302,0
303,0
304,1
305,0
306,0
307,1
308,1
309,1
310,0
311,0
312,0
313,1
314,1
315,1
316,0
317,0
318,1
319,1
320,0
321,1
322,0
323,1
324,0
325,1
326,0
327,0
328,1
329,1
330,0
331,1
332,0
333,1
334,0
335,1
336,1
337,0
338,1
339,1
340,0
341,1
342,1
343,1
344,0
345,0
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,1
357,1
358,1
359,0
360,1
361,1
362,0
363,0
364,0
365,0
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,0
374,1
375,0
376,0
377,0
378,1
379,1
380,0
381,1
382,0
383,1
384,1
385,1
386,0
387,1
388,1
389,0
390,1
391,0
392,0
393,0
394,1
395,0
396,1
397,1
398,0
399,1
400,1
401,0
402,1
403,1
404,1
405,0
406,0
407,0
408,1
409,1
410,1
411,0
412,1
413,1
414,0
415,1
416,0
417,1
418,0
419,0
420,1
421,0
422,0
423,0
424,1
425,0
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,0
434,1
435,0
436,1
437,0
438,0
439,1
440,1
441,0
442,1
443,0
444,0
445,1
446,1
447,1
448,0
449,0
450,0
451,1
452,0
453,0
454,0
455,1
456,1
457,0
458,1
459,0
460,1
461,0
462,1
463,1
464,0
465,0
466,0
467,1
468,1
469,0
470,1
471,0
472,1
473,0
474,1
475,0
476,0
477,0
478,1
479,1
480,1
481,1
482,1
483,0
484,0
485,1
486,1
487,1
488,1
489,1
490,1
491,1
492,0
493,0
494,1
495,1
496,1
497,0
498,0
499,0
500,0
501,0
502,1
503,1
504,1
505,0
506,0
507,1
508,0
509,0
510,1
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,1
521,0
522,1
523,0
524,0
525,0
526,0
527,0
528,1
529,1
530,1
531,0
532,0
